index,season,episode,episode_num,rank,missc,contestant,outcome,eliminated,participant,minichalw,finale,penultimate
1747,S12,4,S12E4,2,0,Crystal Methyd,SAFE,0,1,0,0,0
1748,S12,4,S12E4,2,0,Gigi Goode,WIN,0,1,0,0,0
1749,S12,4,S12E4,4,0,Jackie Cox,SAFE,0,1,0,0,0
1750,S12,4,S12E4,5,1,Heidi N Closet,SAFE,0,1,0,0,0
1751,S12,4,S12E4,6,0,Widow Von'Du,SAFE,0,1,0,0,0
1752,S12,4,S12E4,7,0,Jan,SAFE,0,1,0,0,0
1753,S12,4,S12E4,8,0,Brita,BTM,0,1,0,0,0
1754,S12,4,S12E4,9,0,Aiden Zhane,LOW,0,1,0,0,0
1755,S12,4,S12E4,10,0,Nicky Doll,HIGH,0,1,0,0,0
1756,S12,4,S12E4,11,0,Rock M. Sakura,BTM,1,1,0,0,0
1757,S12,4,S12E4,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1758,S12,4,S12E4,NA,NA,Sherry Pie,SAFE,0,1,0,0,0
1759,S12,5,S12E5,1,0,Jaida Essence Hall,SAFE,0,1,0,0,0
1760,S12,5,S12E5,2,0,Crystal Methyd,SAFE,0,1,0,0,0
1761,S12,5,S12E5,2,0,Gigi Goode,HIGH,0,1,0,0,0
1762,S12,5,S12E5,4,0,Jackie Cox,HIGH,0,1,0,0,0
1763,S12,5,S12E5,5,1,Heidi N Closet,BTM,0,1,0,0,0
1764,S12,5,S12E5,6,0,Widow Von'Du,HIGH,0,1,0,0,0
1765,S12,5,S12E5,7,0,Jan,HIGH,0,1,0,0,0
1766,S12,5,S12E5,8,0,Brita,LOW,0,1,0,0,0
1767,S12,5,S12E5,9,0,Aiden Zhane,HIGH,0,1,0,0,0
1768,S12,5,S12E5,10,0,Nicky Doll,BTM,1,1,0,0,0
1769,S12,5,S12E5,11,0,Rock M. Sakura,NA,NA,0,NA,0,0
1770,S12,5,S12E5,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1771,S12,5,S12E5,NA,NA,Sherry Pie,WIN,0,1,0,0,0
1772,S12,6,S12E6,1,0,Jaida Essence Hall,SAFE,0,1,0,0,0
1773,S12,6,S12E6,2,0,Crystal Methyd,LOW,0,1,0,0,0
1774,S12,6,S12E6,2,0,Gigi Goode,WIN,0,1,0,0,0
1775,S12,6,S12E6,4,0,Jackie Cox,HIGH,0,1,0,0,0
1776,S12,6,S12E6,5,1,Heidi N Closet,SAFE,0,1,0,0,0
1777,S12,6,S12E6,6,0,Widow Von'Du,SAFE,0,1,0,0,0
1778,S12,6,S12E6,7,0,Jan,SAFE,0,1,0,0,0
1779,S12,6,S12E6,8,0,Brita,BTM,0,1,0,0,0
1780,S12,6,S12E6,9,0,Aiden Zhane,BTM,1,1,0,0,0
1781,S12,6,S12E6,10,0,Nicky Doll,NA,NA,0,NA,0,0
1782,S12,6,S12E6,11,0,Rock M. Sakura,NA,NA,0,NA,0,0
1783,S12,6,S12E6,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1784,S12,6,S12E6,NA,NA,Sherry Pie,HIGH,0,1,0,0,0
1785,S12,7,S12E7,1,0,Jaida Essence Hall,SAFE,0,1,0,0,0
1786,S12,7,S12E7,2,0,Crystal Methyd,HIGH,0,1,0,0,0
1787,S12,7,S12E7,2,0,Gigi Goode,WIN,0,1,0,0,0
1788,S12,7,S12E7,4,0,Jackie Cox,LOW,0,1,0,0,0
1789,S12,7,S12E7,5,1,Heidi N Closet,BTM,0,1,0,0,0
1790,S12,7,S12E7,6,0,Widow Von'Du,SAFE,0,1,0,0,0
1791,S12,7,S12E7,7,0,Jan,HIGH,0,1,0,0,0
1792,S12,7,S12E7,8,0,Brita,BTM,1,1,0,0,0
1793,S12,7,S12E7,9,0,Aiden Zhane,NA,NA,0,NA,0,0
1794,S12,7,S12E7,10,0,Nicky Doll,NA,NA,0,NA,0,0
1795,S12,7,S12E7,11,0,Rock M. Sakura,NA,NA,0,NA,0,0
1796,S12,7,S12E7,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1797,S12,7,S12E7,NA,NA,Sherry Pie,SAFE,0,1,0,0,0
1798,S12,8,S12E8,1,0,Jaida Essence Hall,HIGH,0,1,0,0,0
1799,S12,8,S12E8,2,0,Crystal Methyd,HIGH,0,1,0,0,0
1800,S12,8,S12E8,2,0,Gigi Goode,LOW,0,1,0,0,0
1801,S12,8,S12E8,4,0,Jackie Cox,HIGH,0,1,0,0,0
1802,S12,8,S12E8,5,1,Heidi N Closet,WIN,0,1,0,0,0
1803,S12,8,S12E8,6,0,Widow Von'Du,BTM,0,1,0,0,0
1804,S12,8,S12E8,7,0,Jan,BTM,1,1,0,0,0
1805,S12,8,S12E8,8,0,Brita,NA,NA,0,NA,0,0
1806,S12,8,S12E8,9,0,Aiden Zhane,NA,NA,0,NA,0,0
1807,S12,8,S12E8,10,0,Nicky Doll,NA,NA,0,NA,0,0
1808,S12,8,S12E8,11,0,Rock M. Sakura,NA,NA,0,NA,0,0
1809,S12,8,S12E8,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1810,S12,8,S12E8,NA,NA,Sherry Pie,LOW,0,1,0,0,0
1811,S12,9,S12E9,1,0,Jaida Essence Hall,WIN,0,1,0,0,0
1812,S12,9,S12E9,2,0,Crystal Methyd,HIGH,0,1,0,0,0
1813,S12,9,S12E9,2,0,Gigi Goode,LOW,0,1,0,0,0
1814,S12,9,S12E9,4,0,Jackie Cox,BTM,0,1,0,0,0
1815,S12,9,S12E9,5,1,Heidi N Closet,HIGH,0,1,0,0,0
1816,S12,9,S12E9,6,0,Widow Von'Du,BTM,1,1,0,0,0
1817,S12,9,S12E9,7,0,Jan,NA,NA,0,NA,0,0
1818,S12,9,S12E9,8,0,Brita,NA,NA,0,NA,0,0
1819,S12,9,S12E9,9,0,Aiden Zhane,NA,NA,0,NA,0,0
1820,S12,9,S12E9,10,0,Nicky Doll,NA,NA,0,NA,0,0
1821,S12,9,S12E9,11,0,Rock M. Sakura,NA,NA,0,NA,0,0
1822,S12,9,S12E9,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1823,S12,9,S12E9,NA,NA,Sherry Pie,SAFE,0,1,0,0,0
1824,S12,10,S12E10,1,0,Jaida Essence Hall,WIN,0,1,0,0,0
1825,S12,10,S12E10,2,0,Crystal Methyd,HIGH,0,1,0,0,0
1826,S12,10,S12E10,2,0,Gigi Goode,SAFE,0,1,0,0,0
1827,S12,10,S12E10,4,0,Jackie Cox,BTM,0,1,0,0,0
1828,S12,10,S12E10,5,1,Heidi N Closet,BTM,0,1,0,0,0
1829,S12,10,S12E10,6,0,Widow Von'Du,NA,NA,0,NA,0,0
1830,S12,10,S12E10,7,0,Jan,NA,NA,0,NA,0,0
1831,S12,10,S12E10,8,0,Brita,NA,NA,0,NA,0,0
1832,S12,10,S12E10,9,0,Aiden Zhane,NA,NA,0,NA,0,0
1833,S12,10,S12E10,10,0,Nicky Doll,NA,NA,0,NA,0,0
1834,S12,10,S12E10,11,0,Rock M. Sakura,NA,NA,0,NA,0,0
1835,S12,10,S12E10,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1836,S12,10,S12E10,NA,NA,Sherry Pie,HIGH,0,1,0,0,0
1837,S12,11,S12E11,1,0,Jaida Essence Hall,BTM,0,1,0,0,0
1838,S12,11,S12E11,2,0,Crystal Methyd,WIN,0,1,0,0,0
1839,S12,11,S12E11,2,0,Gigi Goode,SAFE,0,1,0,0,0
1840,S12,11,S12E11,4,0,Jackie Cox,HIGH,0,1,0,0,0
1841,S12,11,S12E11,5,1,Heidi N Closet,BTM,1,1,0,0,0
1842,S12,11,S12E11,6,0,Widow Von'Du,NA,NA,0,NA,0,0
1843,S12,11,S12E11,7,0,Jan,NA,NA,0,NA,0,0
1844,S12,11,S12E11,8,0,Brita,NA,NA,0,NA,0,0
1845,S12,11,S12E11,9,0,Aiden Zhane,NA,NA,0,NA,0,0
1846,S12,11,S12E11,10,0,Nicky Doll,NA,NA,0,NA,0,0
1847,S12,11,S12E11,11,0,Rock M. Sakura,NA,NA,0,NA,0,0
1848,S12,11,S12E11,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1849,S12,11,S12E11,NA,NA,Sherry Pie,SAFE,0,1,0,0,0
1850,S12,12,S12E12,1,0,Jaida Essence Hall,SAFE,0,1,0,0,0
1851,S12,12,S12E12,2,0,Crystal Methyd,BTM,0,1,0,0,0
1852,S12,12,S12E12,2,0,Gigi Goode,WIN,0,1,0,0,0
1853,S12,12,S12E12,4,0,Jackie Cox,BTM,1,1,0,0,0
1854,S12,12,S12E12,5,1,Heidi N Closet,NA,NA,0,NA,0,0
1855,S12,12,S12E12,6,0,Widow Von'Du,NA,NA,0,NA,0,0
1856,S12,12,S12E12,7,0,Jan,NA,NA,0,NA,0,0
1857,S12,12,S12E12,8,0,Brita,NA,NA,0,NA,0,0
1858,S12,12,S12E12,9,0,Aiden Zhane,NA,NA,0,NA,0,0
1859,S12,12,S12E12,10,0,Nicky Doll,NA,NA,0,NA,0,0
1860,S12,12,S12E12,11,0,Rock M. Sakura,NA,NA,0,NA,0,0
1861,S12,12,S12E12,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1862,S12,12,S12E12,NA,NA,Sherry Pie,SAFE,0,1,0,0,0
1863,S12,13,S12E13,1,0,Jaida Essence Hall,RUNNING,0,1,0,0,0
1864,S12,13,S12E13,2,0,Crystal Methyd,RUNNING,0,1,0,0,0
1865,S12,13,S12E13,2,0,Gigi Goode,RUNNING,0,1,0,0,0
1866,S12,13,S12E13,4,0,Jackie Cox,NA,NA,0,NA,0,0
1867,S12,13,S12E13,5,1,Heidi N Closet,NA,NA,0,NA,0,0
1868,S12,13,S12E13,6,0,Widow Von'Du,NA,NA,0,NA,0,0
1869,S12,13,S12E13,7,0,Jan,NA,NA,0,NA,0,0
1870,S12,13,S12E13,8,0,Brita,NA,NA,0,NA,0,0
1871,S12,13,S12E13,9,0,Aiden Zhane,NA,NA,0,NA,0,0
1872,S12,13,S12E13,10,0,Nicky Doll,NA,NA,0,NA,0,0
1873,S12,13,S12E13,11,0,Rock M. Sakura,NA,NA,0,NA,0,0
1874,S12,13,S12E13,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1875,S12,13,S12E13,NA,NA,Sherry Pie,DISQ,0,1,0,0,0
1876,S12,14,S12E14,1,0,Jaida Essence Hall,WIN,0,1,0,1,0
1877,S12,14,S12E14,2,0,Crystal Methyd,LOST1ST ROUND,0,1,0,1,0
1878,S12,14,S12E14,2,0,Gigi Goode,LOST2ND ROUND,0,1,0,1,0
1879,S12,14,S12E14,4,0,Jackie Cox,NA,NA,0,NA,1,0
1880,S12,14,S12E14,5,1,Heidi N Closet,NA,NA,0,NA,1,0
1881,S12,14,S12E14,6,0,Widow Von'Du,NA,NA,0,NA,1,0
1882,S12,14,S12E14,7,0,Jan,NA,NA,0,NA,1,0
1883,S12,14,S12E14,8,0,Brita,NA,NA,0,NA,1,0
1884,S12,14,S12E14,9,0,Aiden Zhane,NA,NA,0,NA,1,0
1885,S12,14,S12E14,10,0,Nicky Doll,NA,NA,0,NA,1,0
1886,S12,14,S12E14,11,0,Rock M. Sakura,NA,NA,0,NA,1,0
1887,S12,14,S12E14,12,0,Dahlia Sin,NA,NA,0,NA,1,0
1888,S12,14,S12E14,NA,NA,Sherry Pie,NA,NA,0,NA,1,0
